mese;Regioni di residenza;Strutture;Valori
Maggio;LIGURIA;Altri alloggi privati; -   
Giugno;LIGURIA;Altri alloggi privati; -   
Luglio;LIGURIA;Altri alloggi privati; -   
Agosto;LIGURIA;Altri alloggi privati; -   
Settembre;LIGURIA;Altri alloggi privati; -   
Ottobre;LIGURIA;Altri alloggi privati; -   
Novembre;LIGURIA;Altri alloggi privati; -   
Dicembre;LIGURIA;Altri alloggi privati; -   
Gennaio;EMILIA ROMAGNA;Altri alloggi privati;2
Febbraio;EMILIA ROMAGNA;Altri alloggi privati; -   
Marzo;EMILIA ROMAGNA;Altri alloggi privati; -   
Aprile;EMILIA ROMAGNA;Altri alloggi privati; -   
Maggio;EMILIA ROMAGNA;Altri alloggi privati; -   
Giugno;EMILIA ROMAGNA;Altri alloggi privati; -   
Luglio;EMILIA ROMAGNA;Altri alloggi privati; -   
Agosto;EMILIA ROMAGNA;Altri alloggi privati; -   
Settembre;EMILIA ROMAGNA;Altri alloggi privati; -   
Ottobre;EMILIA ROMAGNA;Altri alloggi privati; -   
Novembre;EMILIA ROMAGNA;Altri alloggi privati; -   
Dicembre;EMILIA ROMAGNA;Altri alloggi privati;1
Gennaio;TOSCANA;Altri alloggi privati; -   
Febbraio;TOSCANA;Altri alloggi privati; -   
Marzo;TOSCANA;Altri alloggi privati; -   
Aprile;TOSCANA;Altri alloggi privati; -   
Maggio;TOSCANA;Altri alloggi privati; -   
Giugno;TOSCANA;Altri alloggi privati; -   
Luglio;TOSCANA;Altri alloggi privati; -   
Agosto;TOSCANA;Altri alloggi privati; -   
Settembre;TOSCANA;Altri alloggi privati; -   
Ottobre;TOSCANA;Altri alloggi privati; -   
Novembre;TOSCANA;Altri alloggi privati; -   
Dicembre;TOSCANA;Altri alloggi privati; -   
Gennaio;UMBRIA;Altri alloggi privati; -   
Febbraio;UMBRIA;Altri alloggi privati; -   
Marzo;UMBRIA;Altri alloggi privati; -   
Aprile;UMBRIA;Altri alloggi privati; -   
Maggio;UMBRIA;Altri alloggi privati; -   
Giugno;UMBRIA;Altri alloggi privati; -   
Luglio;UMBRIA;Altri alloggi privati; -   
Agosto;UMBRIA;Altri alloggi privati; -   
Settembre;UMBRIA;Altri alloggi privati; -   
Ottobre;UMBRIA;Altri alloggi privati; -   
Novembre;UMBRIA;Altri alloggi privati; -   
Dicembre;UMBRIA;Altri alloggi privati; -   
Gennaio;MARCHE;Altri alloggi privati; -   
Febbraio;MARCHE;Altri alloggi privati; -   
Marzo;MARCHE;Altri alloggi privati; -   
Aprile;MARCHE;Altri alloggi privati; -   
Maggio;MARCHE;Altri alloggi privati; -   
Giugno;MARCHE;Altri alloggi privati; -   
Luglio;MARCHE;Altri alloggi privati; -   
Agosto;MARCHE;Altri alloggi privati; -   
Settembre;MARCHE;Altri alloggi privati; -   
Ottobre;MARCHE;Altri alloggi privati; -   
Novembre;MARCHE;Altri alloggi privati; -   
Dicembre;MARCHE;Altri alloggi privati; -   
Gennaio;LAZIO;Altri alloggi privati;5
Febbraio;LAZIO;Altri alloggi privati; -   
Marzo;LAZIO;Altri alloggi privati; -   
Aprile;LAZIO;Altri alloggi privati; -   
Maggio;LAZIO;Altri alloggi privati; -   
Giugno;LAZIO;Altri alloggi privati; -   
Luglio;LAZIO;Altri alloggi privati; -   
Agosto;LAZIO;Altri alloggi privati; -   
Settembre;LAZIO;Altri alloggi privati; -   
Ottobre;LAZIO;Altri alloggi privati; -   
Novembre;LAZIO;Altri alloggi privati; -   
Dicembre;LAZIO;Altri alloggi privati; -   
Gennaio;ABRUZZO;Altri alloggi privati; -   
Febbraio;ABRUZZO;Altri alloggi privati; -   
Marzo;ABRUZZO;Altri alloggi privati; -   
Aprile;ABRUZZO;Altri alloggi privati;8
Maggio;ABRUZZO;Altri alloggi privati; -   
Giugno;ABRUZZO;Altri alloggi privati; -   
Luglio;ABRUZZO;Altri alloggi privati; -   
Agosto;ABRUZZO;Altri alloggi privati; -   
Settembre;ABRUZZO;Altri alloggi privati; -   
Ottobre;ABRUZZO;Altri alloggi privati; -   
Novembre;ABRUZZO;Altri alloggi privati; -   
Dicembre;ABRUZZO;Altri alloggi privati; -   
Gennaio;MOLISE;Altri alloggi privati; -   
Febbraio;MOLISE;Altri alloggi privati; -   
Marzo;MOLISE;Altri alloggi privati; -   
Aprile;MOLISE;Altri alloggi privati; -   
Maggio;MOLISE;Altri alloggi privati; -   
Giugno;MOLISE;Altri alloggi privati; -   
Luglio;MOLISE;Altri alloggi privati; -   
Agosto;MOLISE;Altri alloggi privati; -   
Settembre;MOLISE;Altri alloggi privati; -   
Ottobre;MOLISE;Altri alloggi privati; -   
Novembre;MOLISE;Altri alloggi privati; -   
Dicembre;MOLISE;Altri alloggi privati; -   
Gennaio;CAMPANIA;Altri alloggi privati; -   
Febbraio;CAMPANIA;Altri alloggi privati; -   
Marzo;CAMPANIA;Altri alloggi privati; -   
Aprile;CAMPANIA;Altri alloggi privati; -   
Maggio;CAMPANIA;Altri alloggi privati; -   
Giugno;CAMPANIA;Altri alloggi privati; -   
Luglio;CAMPANIA;Altri alloggi privati; -   
Agosto;CAMPANIA;Altri alloggi privati; -   
Settembre;CAMPANIA;Altri alloggi privati; -   
Ottobre;CAMPANIA;Altri alloggi privati; -   
Novembre;CAMPANIA;Altri alloggi privati; -   
Dicembre;CAMPANIA;Altri alloggi privati; -   
Gennaio;PUGLIA;Altri alloggi privati; -   
Febbraio;PUGLIA;Altri alloggi privati; -   
Marzo;PUGLIA;Altri alloggi privati; -   
Aprile;PUGLIA;Altri alloggi privati; -   
Maggio;PUGLIA;Altri alloggi privati; -   
Giugno;PUGLIA;Altri alloggi privati; -   
Luglio;PUGLIA;Altri alloggi privati; -   
Agosto;PUGLIA;Altri alloggi privati; -   
Settembre;PUGLIA;Altri alloggi privati; -   
Ottobre;PUGLIA;Altri alloggi privati; -   
Novembre;PUGLIA;Altri alloggi privati; -   
Dicembre;PUGLIA;Altri alloggi privati; -   
Gennaio;BASILICATA;Altri alloggi privati; -   
Febbraio;BASILICATA;Altri alloggi privati; -   
Marzo;BASILICATA;Altri alloggi privati; -   
Aprile;BASILICATA;Altri alloggi privati; -   
Maggio;BASILICATA;Altri alloggi privati; -   
Giugno;BASILICATA;Altri alloggi privati; -   
Luglio;BASILICATA;Altri alloggi privati; -   
Agosto;BASILICATA;Altri alloggi privati; -   
Settembre;BASILICATA;Altri alloggi privati; -   
Ottobre;BASILICATA;Altri alloggi privati; -   
Novembre;BASILICATA;Altri alloggi privati; -   
Dicembre;BASILICATA;Altri alloggi privati; -   
Gennaio;CALABRIA;Altri alloggi privati; -   
Febbraio;CALABRIA;Altri alloggi privati; -   
Marzo;CALABRIA;Altri alloggi privati;2
Aprile;CALABRIA;Altri alloggi privati; -   
Maggio;CALABRIA;Altri alloggi privati; -   
Giugno;CALABRIA;Altri alloggi privati; -   
Luglio;CALABRIA;Altri alloggi privati; -   
Agosto;CALABRIA;Altri alloggi privati; -   
Settembre;CALABRIA;Altri alloggi privati; -   
Ottobre;CALABRIA;Altri alloggi privati; -   
Novembre;CALABRIA;Altri alloggi privati; -   
Dicembre;CALABRIA;Altri alloggi privati; -   
Gennaio;SICILIA;Altri alloggi privati; -   
Febbraio;SICILIA;Altri alloggi privati; -   
Marzo;SICILIA;Altri alloggi privati;2
Aprile;SICILIA;Altri alloggi privati; -   
Maggio;SICILIA;Altri alloggi privati; -   
Giugno;SICILIA;Altri alloggi privati; -   
Luglio;SICILIA;Altri alloggi privati; -   
Agosto;SICILIA;Altri alloggi privati; -   
Settembre;SICILIA;Altri alloggi privati; -   
Ottobre;SICILIA;Altri alloggi privati; -   
Novembre;SICILIA;Altri alloggi privati; -   
Dicembre;SICILIA;Altri alloggi privati; -   
Gennaio;SARDEGNA;Altri alloggi privati; -   
Febbraio;SARDEGNA;Altri alloggi privati; -   
Marzo;SARDEGNA;Altri alloggi privati; -   
Aprile;SARDEGNA;Altri alloggi privati; -   
Maggio;SARDEGNA;Altri alloggi privati; -   
Giugno;SARDEGNA;Altri alloggi privati; -   
Luglio;SARDEGNA;Altri alloggi privati; -   
Agosto;SARDEGNA;Altri alloggi privati; -   
Settembre;SARDEGNA;Altri alloggi privati; -   
Ottobre;SARDEGNA;Altri alloggi privati; -   
Novembre;SARDEGNA;Altri alloggi privati; -   
Dicembre;SARDEGNA;Altri alloggi privati; -   
Gennaio;BOLZANO;Altri alloggi privati; -   
Febbraio;BOLZANO;Altri alloggi privati; -   
Marzo;BOLZANO;Altri alloggi privati; -   
Aprile;BOLZANO;Altri alloggi privati; -   
Maggio;BOLZANO;Altri alloggi privati; -   
Giugno;BOLZANO;Altri alloggi privati; -   
Luglio;BOLZANO;Altri alloggi privati; -   
Agosto;BOLZANO;Altri alloggi privati; -   
Settembre;BOLZANO;Altri alloggi privati; -   
Ottobre;BOLZANO;Altri alloggi privati; -   
Novembre;BOLZANO;Altri alloggi privati; -   
Dicembre;BOLZANO;Altri alloggi privati; -   
Gennaio;TRENTO;Altri alloggi privati; -   
Febbraio;TRENTO;Altri alloggi privati; -   
Marzo;TRENTO;Altri alloggi privati; -   
Aprile;TRENTO;Altri alloggi privati; -   
Maggio;TRENTO;Altri alloggi privati; -   
Giugno;TRENTO;Altri alloggi privati; -   
Luglio;TRENTO;Altri alloggi privati; -   
Agosto;TRENTO;Altri alloggi privati; -   
Settembre;TRENTO;Altri alloggi privati; -   
Ottobre;TRENTO;Altri alloggi privati; -   
Novembre;TRENTO;Altri alloggi privati; -   
Dicembre;TRENTO;Altri alloggi privati; -   
